"gamecube","Star Wars Jedi Knight II: Jedi Outcast","none","https://www.metacritic.com/game/gamecube/star-wars-jedi-knight-ii-jedi-outcast",75,8.1,"Nov 20, 2002"
"gamecube","Chibi-Robo!","none","https://www.metacritic.com/game/gamecube/chibi-robo!",75,8.6,"Feb 6, 2006"
"gamecube","Tak 2: The Staff of Dreams","none","https://www.metacritic.com/game/gamecube/tak-2-the-staff-of-dreams",75,8.7,"Oct 11, 2004"
"gamecube","Need for Speed Carbon","none","https://www.metacritic.com/game/gamecube/need-for-speed-carbon",75,7.8,"Oct 31, 2006"
"gamecube","Robotech: Battlecry","none","https://www.metacritic.com/game/gamecube/robotech-battlecry",74,8.5,"Oct 27, 2002"
"gamecube","James Bond 007: Agent Under Fire","none","https://www.metacritic.com/game/gamecube/james-bond-007-agent-under-fire",74,6.6,"Mar 13, 2002"
"gamecube","Midway Arcade Treasures 2","none","https://www.metacritic.com/game/gamecube/midway-arcade-treasures-2",74,7.3,"Oct 11, 2004"
"gamecube","Pac-Man World 2","none","https://www.metacritic.com/game/gamecube/pac-man-world-2",74,8.3,"Mar 19, 2002"
"gamecube","Naruto: Clash of Ninja 2","none","https://www.metacritic.com/game/gamecube/naruto-clash-of-ninja-2",74,8.7,"Sep 26, 2006"
"gamecube","Killer7","none","https://www.metacritic.com/game/gamecube/killer7",74,8.7,"Jul 7, 2005"
"gamecube","The Lord of the Rings: The Third Age","none","https://www.metacritic.com/game/gamecube/the-lord-of-the-rings-the-third-age",74,7.8,"Nov 2, 2004"
"gamecube","Rocky","none","https://www.metacritic.com/game/gamecube/rocky",74,,"Nov 17, 2002"
"gamecube","Call of Duty: Finest Hour","none","https://www.metacritic.com/game/gamecube/call-of-duty-finest-hour",74,8.6,"Nov 16, 2004"
"gamecube","XIII","none","https://www.metacritic.com/game/gamecube/xiii",73,7.3,"Nov 24, 2003"
"gamecube","1080: Avalanche","none","https://www.metacritic.com/game/gamecube/1080-avalanche",73,7.9,"Dec 1, 2003"
"gamecube","The Urbz: Sims in the City","none","https://www.metacritic.com/game/gamecube/the-urbz-sims-in-the-city",73,8.4,"Nov 9, 2004"
"gamecube","Pokemon Colosseum","none","https://www.metacritic.com/game/gamecube/pokemon-colosseum",73,7.9,"Mar 22, 2004"
"gamecube","The SpongeBob SquarePants Movie","none","https://www.metacritic.com/game/gamecube/the-spongebob-squarepants-movie",73,8,"Oct 27, 2004"
"gamecube","The Sims 2","none","https://www.metacritic.com/game/gamecube/the-sims-2",73,7.9,"Oct 24, 2005"
"gamecube","Conflict: Desert Storm II - Back to Baghdad","none","https://www.metacritic.com/game/gamecube/conflict-desert-storm-ii---back-to-baghdad",73,8.5,"Jan 7, 2004"
"gamecube","Star Wars: The Clone Wars","none","https://www.metacritic.com/game/gamecube/star-wars-the-clone-wars",73,7.4,"Oct 28, 2002"
"gamecube","Pitfall: The Lost Expedition","none","https://www.metacritic.com/game/gamecube/pitfall-the-lost-expedition",73,8.8,"Feb 18, 2004"
